name,faction,parent,branch,gen,no_hotkey
CONTROLBAR:CargastCursedTreasure,dol guldur,CONTROLBAR:GuldurCargastHotkey,basic,3,FALSE
CONTROLBAR:CargastSpell,dol guldur,CONTROLBAR:GuldurCargastHotkey,basic,3,FALSE
CONTROLBAR:CargastDarkAwakening,dol guldur,CONTROLBAR:GuldurCargastHotkey,basic,3,FALSE
CONTROLBAR:IntrepidCorpse,dol guldur,CONTROLBAR:CargastDarkAwakening,basic,4,FALSE
CONTROLBAR:GuldurSaenathraHotKey,dol guldur,CONTROLBAR:SelectRevivablesGoblinFortress,basic,2,FALSE
CONTROLBAR:SpecialAbilityGuldurSaenathraTunnel,dol guldur,CONTROLBAR:GuldurSaenathraHotKey,basic,3,FALSE
CONTROLBAR:GuldurSaenathraFeast,dol guldur,CONTROLBAR:GuldurSaenathraHotKey,basic,3,FALSE
CONTROLBAR:GuldurSaenathraWebOfLies,dol guldur,CONTROLBAR:GuldurSaenathraHotKey,basic,3,FALSE
CONTROLBAR:GuldurSaenathraEndlessHunger,dol guldur,CONTROLBAR:GuldurSaenathraHotKey,basic,3,FALSE
CONTROLBAR:MordorKhamulHotkey,dol guldur,CONTROLBAR:SelectRevivablesGoblinFortress,basic,2,FALSE
CONTROLBAR:NineAreAbroad,dol guldur,CONTROLBAR:MordorKhamulHotkey,basic,3,FALSE
CONTROLBAR:ScreechKhamul,dol guldur,CONTROLBAR:MordorKhamulHotkey,basic,3,FALSE
CONTROLBAR:KhamulLieutnant,dol guldur,CONTROLBAR:MordorKhamulHotkey,basic,3,FALSE
CONTROLBAR:WordsofDeath,dol guldur,CONTROLBAR:MordorKhamulHotkey,basic,3,FALSE
CONTROLBAR:BlackEasterling,dol guldur,CONTROLBAR:MordorKhamulHotkey,basic,3,FALSE
CONTROLBAR:NecromancerHotkey,dol guldur,CONTROLBAR:SelectRevivablesGoblinFortress,basic,2,FALSE
CONTROLBAR:DarkPresence,dol guldur,CONTROLBAR:NecromancerHotkey,basic,3,FALSE
CONTROLBAR:NecromancerWolvesSummon,dol guldur,CONTROLBAR:NecromancerHotkey,basic,3,FALSE
CONTROLBAR:GuldurWargLunge,dol guldur,CONTROLBAR:NecromancerWolvesSummon,basic,4,FALSE
CONTROLBAR:NecromancerAbhorredDread,dol guldur,CONTROLBAR:NecromancerHotkey,basic,3,FALSE
CONTROLBAR:NecromancerShapelessMalice,dol guldur,CONTROLBAR:NecromancerHotkey,basic,3,FALSE
CONTROLBAR:NecromancerWreathed,dol guldur,CONTROLBAR:NecromancerHotkey,basic,3,FALSE
CONTROLBAR:RadialBack,dol guldur,CONTROLBAR:SelectRevivablesGoblinFortress,basic,2,FALSE
CONTROLBAR:SelectUpgradesWildFortress,dol guldur,CONTROLBAR:ConstructGuldurFortress,basic,1,FALSE
CONTROLBAR:PurchaseUpgradeGuldurFortressBatCloud,dol guldur,CONTROLBAR:SelectUpgradesWildFortress,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeGuldurFortressPalantir,dol guldur,CONTROLBAR:SelectUpgradesWildFortress,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeGuldurFortressEncroachment,dol guldur,CONTROLBAR:SelectUpgradesWildFortress,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeGuldurFortressFireArrows,dol guldur,CONTROLBAR:SelectUpgradesWildFortress,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeGuldurFortressBlight,dol guldur,CONTROLBAR:SelectUpgradesWildFortress,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeGuldurFortressSorcery,dol guldur,CONTROLBAR:SelectUpgradesWildFortress,basic,2,FALSE
CONTROLBAR:RadialBack,dol guldur,CONTROLBAR:SelectUpgradesWildFortress,basic,2,FALSE
CONTROLBAR:GuldurPalantir,dol guldur,CONTROLBAR:ConstructGuldurFortress,basic,1,FALSE
CONTROLBAR:GuldurEnsnare,dol guldur,CONTROLBAR:ConstructGuldurFortress,basic,1,FALSE
OBJECT:WildBuildingFoundation,dol guldur,CONTROLBAR:ConstructGuldurFortress,basic,1,TRUE
CONTROLBAR:ConstructGuldurBarricadeExpansion,dol guldur,OBJECT:WildBuildingFoundation,basic,2,FALSE
CONTROLBAR:ConstructGuldurBoneyardExpansion,dol guldur,OBJECT:WildBuildingFoundation,basic,2,FALSE
CONTROLBAR:ConstructGuldurStatueExpansion,dol guldur,OBJECT:WildBuildingFoundation,basic,2,FALSE
CONTROLBAR:PurchaseGuldurRestlessBones,dol guldur,CONTROLBAR:ConstructGuldurStatueExpansion,basic,3,FALSE
CONTROLBAR:GuldurRestlessBones,dol guldur,CONTROLBAR:ConstructGuldurStatueExpansion,basic,3,FALSE
CONTROLBAR:ConstructMordorEasterlingHordeInn,dol guldur,,inn,0,FALSE
CONTROLBAR:ToggleSpearWallFormation,dol guldur,CONTROLBAR:ConstructMordorEasterlingHordeInn,inn,1,FALSE
CONTROLBAR:ToggleLineFormation,dol guldur,CONTROLBAR:ConstructMordorEasterlingHordeInn,inn,1,FALSE
CONTROLBAR:PurchaseUpgradeMorderHeavyArmor,dol guldur,CONTROLBAR:ConstructMordorEasterlingHordeInn,inn,1,FALSE
CONTROLBAR:PurchaseUpgradeMordorForgedBlades,dol guldur,CONTROLBAR:ConstructMordorEasterlingHordeInn,inn,1,FALSE
CONTROLBAR:PurchaseUpgradeMordorBasicTraining,dol guldur,CONTROLBAR:ConstructMordorEasterlingHordeInn,inn,1,FALSE
OBJECT:BlackWargAlpha,dol guldur,,power,0,TRUE
CONTROLBAR:GuldurWargLunge,dol guldur,OBJECT:BlackWargAlpha,power,1,FALSE
OBJECT:GuldurUndeadTroll,dol guldur,,power,0,TRUE
CONTROLBAR:ToxicBile,dol guldur,OBJECT:GuldurUndeadTroll,power,1,FALSE
CONTROLBAR:UndeadTrollHooked,dol guldur,OBJECT:GuldurUndeadTroll,power,1,FALSE
OBJECT:GuldurGwanthaur,dol guldur,,power,0,TRUE
CONTROLBAR:GwanthaurSoulTrap,dol guldur,OBJECT:GuldurGwanthaur,power,1,FALSE
CONTROLBAR:GwanthaurSacrifice,dol guldur,OBJECT:GuldurGwanthaur,power,1,FALSE
CONTROLBAR:GwanthaurReclamation,dol guldur,OBJECT:GuldurGwanthaur,power,1,FALSE
CONTROLBAR:GwanthaurExpulsion,dol guldur,OBJECT:GuldurGwanthaur,power,1,FALSE
CONTROLBAR:ConstructDwarvenMineShaft,erebor,,basic,0,FALSE,,,
CONTROLBAR:PurchaseTunnelCollapse,erebor,CONTROLBAR:ConstructDwarvenMineShaft,basic,1,FALSE,,,
CONTROLBAR:TunnelCollaspe,erebor,CONTROLBAR:ConstructDwarvenMineShaft,basic,1,FALSE,,,colonne ère : ne rien mettre quand l'élément est présent dans les deux ères
CONTROLBAR:EvacuateAll,erebor,CONTROLBAR:ConstructDwarvenMineShaft,basic,1,FALSE,,,sinon spécifier laquelle
CONTROLBAR:ConstructDwarvenForgeWorks,erebor,,basic,0,FALSE,,,
CONTROLBAR:PurchaseTechnologyDwarvenBasicTraining,erebor,CONTROLBAR:ConstructDwarvenForgeWorks,basic,1,FALSE,,,
CONTROLBAR:PurchaseTechnologyDwarvenSiegeHammer,erebor,CONTROLBAR:ConstructDwarvenForgeWorks,basic,1,FALSE,,,
CONTROLBAR:PurchaseTechnologyDwarvenFireArrows,erebor,CONTROLBAR:ConstructDwarvenForgeWorks,basic,1,FALSE,,,
CONTROLBAR:PurchaseTechnologyDwarvenForgedBlades,erebor,CONTROLBAR:ConstructDwarvenForgeWorks,basic,1,FALSE,,,
CONTROLBAR:PurchaseTechnologyDwarvenMithrilMail,erebor,CONTROLBAR:ConstructDwarvenForgeWorks,basic,1,FALSE,,,
CONTROLBAR:ConstructDwarvenBarracks,erebor,,basic,0,FALSE,,,
CONTROLBAR:ConstructDwarvenGuardianHorde,erebor,CONTROLBAR:ConstructDwarvenBarracks,basic,1,FALSE,,,
CONTROLBAR:DwarvenTenacity,erebor,CONTROLBAR:ConstructDwarvenGuardianHorde,basic,2,FALSE,,,
CONTROLBAR:PurchaseUpgradeDwarvenSiegeHammer,erebor,CONTROLBAR:ConstructDwarvenGuardianHorde,basic,2,FALSE,,,
CONTROLBAR:PurchaseUpgradeDwarvenMithrilMail,erebor,CONTROLBAR:ConstructDwarvenGuardianHorde,basic,2,FALSE,,,
CONTROLBAR:PurchaseUpgradeDwarvenForgedBlades,erebor,CONTROLBAR:ConstructDwarvenGuardianHorde,basic,2,FALSE,,,
CONTROLBAR:PurchaseUpgradeDwarvenBasicTraining,erebor,CONTROLBAR:ConstructDwarvenGuardianHorde,basic,2,FALSE,,,
CONTROLBAR:ConstructDwarvenPhalanxHorde,erebor,CONTROLBAR:ConstructDwarvenBarracks,basic,1,FALSE,,,
CONTROLBAR:TogglePorcupineFormation,erebor,CONTROLBAR:ConstructDwarvenPhalanxHorde,basic,2,FALSE,,,
CONTROLBAR:ToggleLineFormation,erebor,CONTROLBAR:ConstructDwarvenPhalanxHorde,basic,2,FALSE,,,
CONTROLBAR:DwarvenTenacity,erebor,CONTROLBAR:ConstructDwarvenPhalanxHorde,basic,2,FALSE,,,
CONTROLBAR:PurchaseUpgradeDwarvenMithrilMail,erebor,CONTROLBAR:ConstructDwarvenPhalanxHorde,basic,2,FALSE,,,
CONTROLBAR:PurchaseUpgradeDwarvenForgedBlades,erebor,CONTROLBAR:ConstructDwarvenPhalanxHorde,basic,2,FALSE,,,
CONTROLBAR:PurchaseUpgradeDwarvenBasicTraining,erebor,CONTROLBAR:ConstructDwarvenPhalanxHorde,basic,2,FALSE,,,
CONTROLBAR:ConstructDwarvenArcherHorde,erebor,CONTROLBAR:ConstructDwarvenBarracks,basic,1,FALSE,,,
CONTROLBAR:ArcherBarrage,erebor,CONTROLBAR:ConstructDwarvenArcherHorde,basic,2,FALSE,,,
CONTROLBAR:PunchThrough,erebor,CONTROLBAR:ConstructDwarvenArcherHorde,basic,2,FALSE,,,
CONTROLBAR:PurchaseUpgradeDwarvenMithrilMail,erebor,CONTROLBAR:ConstructDwarvenArcherHorde,basic,2,FALSE,,,
CONTROLBAR:PurchaseUpgradeDwarvenFireArrows,erebor,CONTROLBAR:ConstructDwarvenArcherHorde,basic,2,FALSE,,,
CONTROLBAR:PurchaseUpgradeDwarvenBasicTraining,erebor,CONTROLBAR:ConstructDwarvenArcherHorde,basic,2,FALSE,,,
CONTROLBAR:ConstructGrimHammerHorde,erebor,CONTROLBAR:ConstructDwarvenBarracks,basic,1,FALSE,,,
CONTROLBAR:PurchaseUpgradeDwarvenForgedBlades,erebor,CONTROLBAR:ConstructGrimHammerHorde,basic,2,FALSE,,,
CONTROLBAR:PurchaseUpgradeDwarvenBasicTraining,erebor,CONTROLBAR:ConstructGrimHammerHorde,basic,2,FALSE,,,
CONTROLBAR:UpgradeDwarvenBarracksLevel2,erebor,CONTROLBAR:ConstructDwarvenBarracks,basic,1,FALSE,,,
CONTROLBAR:UpgradeDwarvenBarracksLevel3,erebor,CONTROLBAR:ConstructDwarvenBarracks,basic,1,FALSE,,,
CONTROLBAR:ConstructDwarvenAssembly,erebor,,basic,0,FALSE,,,
CONTROLBAR:ConstructEredLuinTraderHorde,erebor,CONTROLBAR:ConstructDwarvenAssembly,basic,1,FALSE,,,
CONTROLBAR:TraderMerchantsLeadership,erebor,CONTROLBAR:ConstructEredLuinTraderHorde,basic,2,FALSE,,,
CONTROLBAR:TraderToymakers1,erebor,CONTROLBAR:ConstructEredLuinTraderHorde,basic,2,FALSE,,,
CONTROLBAR:TraderToymakers2,erebor,CONTROLBAR:ConstructEredLuinTraderHorde,basic,2,FALSE,,,
CONTROLBAR:PurchaseUpgradeDwarvenBasicTrainingEredLuin,erebor,CONTROLBAR:ConstructEredLuinTraderHorde,basic,2,FALSE,,,
CONTROLBAR:ConstructDwarvenDaleGuardHorde,erebor,CONTROLBAR:ConstructDwarvenAssembly,basic,1,FALSE,lotr,,
CONTROLBAR:TogglePhalanxFormation,erebor,CONTROLBAR:ConstructDwarvenDaleGuardHorde,basic,2,FALSE,lotr,,
CONTROLBAR:ToggleLineFormation,erebor,CONTROLBAR:ConstructDwarvenDaleGuardHorde,basic,2,FALSE,lotr,,
CONTROLBAR:PurchaseUpgradeDaleMithrilMail,erebor,CONTROLBAR:ConstructDwarvenDaleGuardHorde,basic,2,FALSE,lotr,,
CONTROLBAR:PurchaseUpgradeDaleForgedBlades,erebor,CONTROLBAR:ConstructDwarvenDaleGuardHorde,basic,2,FALSE,lotr,,
CONTROLBAR:PurchaseUpgradeDaleBasicTraining,erebor,CONTROLBAR:ConstructDwarvenDaleGuardHorde,basic,2,FALSE,lotr,,
CONTROLBAR:ConstructMenofDaleSwordHorde,erebor,CONTROLBAR:ConstructDwarvenAssembly,basic,1,FALSE,lotr,,
CONTROLBAR:DalishSupremacy,erebor,CONTROLBAR:ConstructMenofDaleSwordHorde,basic,2,FALSE,lotr,,
CONTROLBAR:PurchaseUpgradeDaleMithrilMail,erebor,CONTROLBAR:ConstructMenofDaleSwordHorde,basic,2,FALSE,lotr,,
CONTROLBAR:PurchaseUpgradeDaleForgedBlades,erebor,CONTROLBAR:ConstructMenofDaleSwordHorde,basic,2,FALSE,lotr,,
CONTROLBAR:PurchaseUpgradeDaleBasicTraining,erebor,CONTROLBAR:ConstructMenofDaleSwordHorde,basic,2,FALSE,lotr,,
CONTROLBAR:ConstructDwarvenMenOfDale,erebor,CONTROLBAR:ConstructDwarvenAssembly,basic,1,FALSE,lotr,,
CONTROLBAR:ArcherBarrage,erebor,CONTROLBAR:ConstructDwarvenMenOfDale,basic,2,FALSE,lotr,,
CONTROLBAR:BlackArrows,erebor,CONTROLBAR:ConstructDwarvenMenOfDale,basic,2,FALSE,lotr,,
CONTROLBAR:PurchaseUpgradeDaleMithrilMail,erebor,CONTROLBAR:ConstructDwarvenMenOfDale,basic,2,FALSE,lotr,,
CONTROLBAR:PurchaseUpgradeDwarvenFireArrows,erebor,CONTROLBAR:ConstructDwarvenMenOfDale,basic,2,FALSE,lotr,,
CONTROLBAR:PurchaseUpgradeDaleBasicTraining,erebor,CONTROLBAR:ConstructDwarvenMenOfDale,basic,2,FALSE,lotr,,
CONTROLBAR:ConstructLaketownMilitaHorde,erebor,CONTROLBAR:ConstructDwarvenAssembly,basic,1,FALSE,hobbit,,
CONTROLBAR:TogglePorcupineFormation,erebor,CONTROLBAR:ConstructLaketownMilitaHorde,basic,2,FALSE,hobbit,,
CONTROLBAR:ToggleLineFormation,erebor,CONTROLBAR:ConstructLaketownMilitaHorde,basic,2,FALSE,hobbit,,
CONTROLBAR:PurchaseUpgradeLaketownMithrilMail,erebor,CONTROLBAR:ConstructLaketownMilitaHorde,basic,2,FALSE,hobbit,,
CONTROLBAR:PurchaseUpgradeLaketownBasicTraining,erebor,CONTROLBAR:ConstructLaketownMilitaHorde,basic,2,FALSE,hobbit,,
CONTROLBAR:ConstructDwarvenLaketownBowmenHorde,erebor,CONTROLBAR:ConstructDwarvenAssembly,basic,1,FALSE,hobbit,,
CONTROLBAR:ArcherBarrage,erebor,CONTROLBAR:ConstructDwarvenLaketownBowmenHorde,basic,2,FALSE,hobbit,,
CONTROLBAR:PurchaseUpgradeLaketownMithrilMail,erebor,CONTROLBAR:ConstructDwarvenLaketownBowmenHorde,basic,2,FALSE,hobbit,,
CONTROLBAR:PurchaseUpgradeLaketownFireArrows,erebor,CONTROLBAR:ConstructDwarvenLaketownBowmenHorde,basic,2,FALSE,hobbit,,
CONTROLBAR:PurchaseUpgradeLaketownBasicTraining,erebor,CONTROLBAR:ConstructDwarvenLaketownBowmenHorde,basic,2,FALSE,hobbit,,
CONTROLBAR:ConstructLaketownGuardHorde,erebor,CONTROLBAR:ConstructDwarvenAssembly,basic,1,FALSE,hobbit,,
CONTROLBAR:StopRightThere,erebor,CONTROLBAR:ConstructLaketownGuardHorde,basic,2,FALSE,hobbit,,
CONTROLBAR:SearchWarrant,erebor,CONTROLBAR:ConstructLaketownGuardHorde,basic,2,FALSE,hobbit,,
CONTROLBAR:PurchaseUpgradeLaketownMithrilMail,erebor,CONTROLBAR:ConstructLaketownGuardHorde,basic,2,FALSE,hobbit,,
CONTROLBAR:PurchaseUpgradeLaketownForgedBlades,erebor,CONTROLBAR:ConstructLaketownGuardHorde,basic,2,FALSE,hobbit,,
CONTROLBAR:PurchaseUpgradeLaketownBasicTraining,erebor,CONTROLBAR:ConstructLaketownGuardHorde,basic,2,FALSE,hobbit,,
CONTROLBAR:ConstructEredLuinRangerHorde,erebor,CONTROLBAR:ConstructDwarvenAssembly,basic,1,FALSE,,,
CONTROLBAR:SecretWays,erebor,CONTROLBAR:ConstructEredLuinRangerHorde,basic,2,FALSE,,,
CONTROLBAR:DwarvenWile,erebor,CONTROLBAR:ConstructEredLuinRangerHorde,basic,2,FALSE,,,
CONTROLBAR:PurchaseUpgradeDwarvenBasicTrainingEredLuin,erebor,CONTROLBAR:ConstructEredLuinRangerHorde,basic,2,FALSE,,,
CONTROLBAR:ConstructIronHillsWarriorHorde,erebor,CONTROLBAR:ConstructDwarvenAssembly,basic,1,FALSE,,,
CONTROLBAR:ToggleBlockFormation,erebor,CONTROLBAR:ConstructIronHillsWarriorHorde,basic,2,FALSE,,,
CONTROLBAR:ToggleLineFormation,erebor,CONTROLBAR:ConstructIronHillsWarriorHorde,basic,2,FALSE,,,
CONTROLBAR:PurchaseUpgradeDwarvenForgedBlades,erebor,CONTROLBAR:ConstructIronHillsWarriorHorde,basic,2,FALSE,,,
CONTROLBAR:PurchaseUpgradeDwarvenBasicTrainingIH,erebor,CONTROLBAR:ConstructIronHillsWarriorHorde,basic,2,FALSE,,,
CONTROLBAR:ConstructIronHillsCrossbowHorde,erebor,CONTROLBAR:ConstructDwarvenAssembly,basic,1,FALSE,,,
CONTROLBAR:ArcherBarrage,erebor,CONTROLBAR:ConstructIronHillsCrossbowHorde,basic,2,FALSE,,,
CONTROLBAR:KnottedStrings,erebor,CONTROLBAR:ConstructIronHillsCrossbowHorde,basic,2,FALSE,,,
CONTROLBAR:PurchaseUpgradeDwarvenBasicTrainingIH,erebor,CONTROLBAR:ConstructIronHillsCrossbowHorde,basic,2,FALSE,,,
CONTROLBAR:ConstructDwarvenAssemblyLevel2Upgrade,erebor,CONTROLBAR:ConstructDwarvenAssembly,basic,1,FALSE,,,
CONTROLBAR:ConstructDwarvenAssemblyLevel3Upgrade,erebor,CONTROLBAR:ConstructDwarvenAssembly,basic,1,FALSE,,,
CONTROLBAR:ConstructDwarvenHusbandry,erebor,,basic,0,FALSE,,,
CONTROLBAR:ConstructEreborVWHorde,erebor,CONTROLBAR:ConstructDwarvenHusbandry,basic,1,FALSE,,,
CONTROLBAR:ToggleVWPorcupineFormation,erebor,CONTROLBAR:ConstructEreborVWHorde,basic,2,FALSE,,,
CONTROLBAR:ToolTipToggleVWLineFormation,erebor,CONTROLBAR:ConstructEreborVWHorde,basic,2,FALSE,,,
CONTROLBAR:PurchaseUpgradeDwarvenBasicTraining,erebor,CONTROLBAR:ConstructEreborVWHorde,basic,2,FALSE,,,
CONTROLBAR:ConstructDwarvenZerkerHorde,erebor,CONTROLBAR:ConstructDwarvenHusbandry,basic,1,FALSE,,,
CONTROLBAR:FlashFlame,erebor,CONTROLBAR:ConstructDwarvenZerkerHorde,basic,2,FALSE,,,
CONTROLBAR:ZerkSlayer,erebor,CONTROLBAR:ConstructDwarvenZerkerHorde,basic,2,FALSE,,,
CONTROLBAR:PurchaseUpgradeDwarvenBasicTraining,erebor,CONTROLBAR:ConstructDwarvenZerkerHorde,basic,2,FALSE,,,
CONTROLBAR:ConstructKhazadUzbadulHorde,erebor,CONTROLBAR:ConstructDwarvenHusbandry,basic,1,FALSE,,,
CONTROLBAR:ToggleSchiltronFormation,erebor,CONTROLBAR:ConstructKhazadUzbadulHorde,basic,2,FALSE,,,
CONTROLBAR:ToggleLineFormation,erebor,CONTROLBAR:ConstructKhazadUzbadulHorde,basic,2,FALSE,,,
CONTROLBAR:PurchaseUpgradeDwarvenForgedBlades,erebor,CONTROLBAR:ConstructKhazadUzbadulHorde,basic,2,FALSE,,,
CONTROLBAR:UpgradeDwarvenForgeWorksLevel2,erebor,CONTROLBAR:ConstructDwarvenHusbandry,basic,1,FALSE,,,
CONTROLBAR:UpgradeDwarvenForgeWorksLevel3,erebor,CONTROLBAR:ConstructDwarvenHusbandry,basic,1,FALSE,,,
CONTROLBAR:ConstructDwarvenWorkshop,erebor,,basic,0,FALSE,,,
CONTROLBAR:ConstructDwarfBatteringRam,erebor,CONTROLBAR:ConstructDwarvenWorkshop,basic,1,FALSE,,,
CONTROLBAR:ConstructDwarvenBattleWagon,erebor,CONTROLBAR:ConstructDwarvenWorkshop,basic,1,FALSE,,,
CONTROLBAR:SpecialAbilityOilBarrels,erebor,CONTROLBAR:ConstructDwarvenBattleWagon,basic,2,FALSE,,,
CONTROLBAR:PurchaseUpgradeDwarvenBasicTrainingBW,erebor,CONTROLBAR:ConstructDwarvenBattleWagon,basic,2,FALSE,,,
CONTROLBAR:ConstructDwarfMangonel,erebor,CONTROLBAR:ConstructDwarvenWorkshop,basic,1,FALSE,,,
CONTROLBAR:NoAutoAcquire,erebor,CONTROLBAR:ConstructDwarfMangonel,basic,2,FALSE,,,
CONTROLBAR:AutoAcquire,erebor,CONTROLBAR:ConstructDwarfMangonel,basic,2,FALSE,,,
CONTROLBAR:ToggleTrebWeapon,erebor,CONTROLBAR:ConstructDwarfMangonel,basic,2,FALSE,,,
CONTROLBAR:PurchaseTechnologyDwarvenFlamingShot,erebor,CONTROLBAR:ConstructDwarfMangonel,basic,2,FALSE,,,
CONTROLBAR:DwarfToggleMangonelWeapons,erebor,CONTROLBAR:ConstructDwarfMangonel,basic,2,FALSE,,,
CONTROLBAR:PurchaseTechnologyDwarvenFlamingShot,erebor,CONTROLBAR:ConstructDwarvenWorkshop,basic,1,FALSE,,,
CONTROLBAR:ConstructDwarvenDemolisher,erebor,CONTROLBAR:ConstructDwarvenWorkshop,basic,1,FALSE,,,
CONTROLBAR:UpgradeDwarvenWorkshopLevel2,erebor,CONTROLBAR:ConstructDwarvenWorkshop,basic,1,FALSE,,,
CONTROLBAR:UpgradeDwarvenWorkshopLevel3,erebor,CONTROLBAR:ConstructDwarvenWorkshop,basic,1,FALSE,,,
CONTROLBAR:ConstructDwarvenSentryTower,erebor,,basic,0,FALSE,,,
CONTROLBAR:GarrisonExit,erebor,CONTROLBAR:ConstructDwarvenSentryTower,basic,1,FALSE,,,
CONTROLBAR:BTDurinBanner,erebor,CONTROLBAR:ConstructDwarvenSentryTower,basic,1,FALSE,,,
CONTROLBAR:BTKhazadBanner,erebor,CONTROLBAR:ConstructDwarvenSentryTower,basic,1,FALSE,,,
CONTROLBAR:BTEredMithrimBanner,erebor,CONTROLBAR:ConstructDwarvenSentryTower,basic,1,FALSE,,,
CONTROLBAR:BTIronHillsBanner,erebor,CONTROLBAR:ConstructDwarvenSentryTower,basic,1,FALSE,,,
CONTROLBAR:BTEredLuinBanner,erebor,CONTROLBAR:ConstructDwarvenSentryTower,basic,1,FALSE,,,
CONTROLBAR:PurchaseUpgradeSentryTowerForgedBlades,erebor,CONTROLBAR:ConstructDwarvenSentryTower,basic,1,FALSE,,,
CONTROLBAR:ConstructDwarvenWell,erebor,,basic,0,FALSE,,,
CONTROLBAR:ConstructDwarvenStatue,erebor,,basic,0,FALSE,,,
CONTROLBAR:ConstructDwarvenWallHub,erebor,,basic,0,FALSE,,,
CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,erebor,CONTROLBAR:ConstructDwarvenWallHub,basic,1,FALSE,,,
CONTROLBAR:Command_DwarvenWallUpgradeToHub,erebor,CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,basic,2,FALSE,,,
CONTROLBAR:Command_DwarvenWallUpgradeToRegularGate,erebor,CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,basic,2,FALSE,,,
CONTROLBAR:ToggleGateOpenClose,erebor,CONTROLBAR:Command_DwarvenWallUpgradeToRegularGate,basic,3,FALSE,,,
CONTROLBAR:Command_DwarvenWallUpgradeToPosternGate,erebor,CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,basic,2,FALSE,,,
CONTROLBAR:Command_DwarvenWallUpgradeToTower,erebor,CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,basic,2,FALSE,,,
CONTROLBAR:Command_DwarvenWallUpgradeToBanners,erebor,CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,basic,2,FALSE,,,
CONTROLBAR:Command_DwarvenWallUpgradeToCatapult,erebor,CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,basic,2,FALSE,,,
CONTROLBAR:StartSelfRepair,erebor,CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,basic,2,FALSE,,,
CONTROLBAR:ConstructDwarvenFortress,erebor,,basic,0,FALSE,,,
CONTROLBAR:ConstructDwarvenPorter,erebor,CONTROLBAR:ConstructDwarvenFortress,basic,1,FALSE,,,
CONTROLBAR:Stop,erebor,CONTROLBAR:ConstructDwarvenPorter,basic,2,FALSE,,,
CONTROLBAR:PorterExtinguishFire,erebor,CONTROLBAR:ConstructDwarvenPorter,basic,2,FALSE,,,
CONTROLBAR:PurchaseUpgradeDwarvenFortressLotREra,erebor,CONTROLBAR:ConstructDwarvenFortress,basic,1,FALSE,,,
CONTROLBAR:PurchaseUpgradeDwarvenFortressHobbitEra,erebor,CONTROLBAR:ConstructDwarvenFortress,basic,1,FALSE,,,
CONTROLBAR:SelectRevivablesDwarvenFortress,erebor,CONTROLBAR:ConstructDwarvenFortress,basic,1,FALSE,,,
CONTROLBAR:EreborArcahHotkey,erebor,CONTROLBAR:SelectRevivablesDwarvenFortress,basic,2,FALSE,lotr,,
CONTROLBAR:PromoteArcahToLevel3,erebor,CONTROLBAR:EreborArcahHotkey,basic,3,FALSE,lotr,,
CONTROLBAR:PromoteArcahToLevel5,erebor,CONTROLBAR:EreborArcahHotkey,basic,3,FALSE,lotr,,
CONTROLBAR:RoacWisdom,erebor,CONTROLBAR:EreborArcahHotkey,basic,3,FALSE,lotr,,
CONTROLBAR:RoacMessenger,erebor,CONTROLBAR:EreborArcahHotkey,basic,3,FALSE,lotr,,
CONTROLBAR:DwarvenHadhodHotkey,erebor,CONTROLBAR:SelectRevivablesDwarvenFortress,basic,2,FALSE,lotr,,
CONTROLBAR:KeenEye,erebor,CONTROLBAR:DwarvenHadhodHotkey,basic,3,FALSE,lotr,,
CONTROLBAR:HadhodSabotage,erebor,CONTROLBAR:DwarvenHadhodHotkey,basic,3,FALSE,lotr,,
CONTROLBAR:HadhodStoneHewer,erebor,CONTROLBAR:DwarvenHadhodHotkey,basic,3,FALSE,lotr,,
CONTROLBAR:BondsofFriendship,erebor,CONTROLBAR:DwarvenHadhodHotkey,basic,3,FALSE,lotr,,
OBJECT:EreborElegost,erebor,CONTROLBAR:DwarvenHadhodHotkey,basic,3,TRUE,lotr,,
CONTROLBAR:ElegostTrueShot,erebor,OBJECT:EreborElegost,basic,4,FALSE,lotr,,
CONTROLBAR:ElegostHeal,erebor,OBJECT:EreborElegost,basic,4,FALSE,lotr,,
CONTROLBAR:ElegostRangerCraft,erebor,OBJECT:EreborElegost,basic,4,FALSE,lotr,,
CONTROLBAR:GloinHotkey,erebor,CONTROLBAR:SelectRevivablesDwarvenFortress,basic,2,FALSE,lotr,,
CONTROLBAR:GloinHeal,erebor,CONTROLBAR:GloinHotkey,basic,3,FALSE,lotr,,
CONTROLBAR:GloinGloriousCharge,erebor,CONTROLBAR:GloinHotkey,basic,3,FALSE,lotr,,
