name,faction,parent,branch,gen
CONTROLBAR:PurchaseUpgradeElvenFortressEaglesNest,elves,CONTROLBAR:SelectUpgradesElvenFortress,basic,2
CONTROLBAR:PurchaseElvenEagle,elves,CONTROLBAR:ConstructElvenFortress,basic,1
CONTROLBAR:SpecialAbilityEagleWingBlast,elves,CONTROLBAR:PurchaseElvenEagle,basic,2
CONTROLBAR:RadialBack,elves,CONTROLBAR:ConstructElvenFortress,basic,1
OBJECT:ElvenBuildingFoundation,elves,CONTROLBAR:ConstructElvenFortress,basic,1
CONTROLBAR:Command_ConstructElvenWallHubExpansionCastle,elves,OBJECT:ElvenBuildingFoundation,basic,2
CONTROLBAR:ConstructElvenWatchtowerExpansion,elves,OBJECT:ElvenBuildingFoundation,basic,2
CONTROLBAR:ConstructElvenVigilantEntExpansion,elves,OBJECT:ElvenBuildingFoundation,basic,2
CONTROLBAR:ConstructElvenFloodgateExpansion,elves,OBJECT:ElvenBuildingFoundation,basic,2
OBJECT:InnTavern,elves,,inn,0
CONTROLBAR:ConstructRohanPeasant,elves,OBJECT:InnTavern,inn,1
CONTROLBAR:PurchaseUpgradeRohirrimShields,elves,CONTROLBAR:ConstructRohanPeasant,inn,2
CONTROLBAR:PurchaseUpgradeElvenForgedBlades,elves,CONTROLBAR:ConstructRohanPeasant,inn,2
CONTROLBAR:PurchaseUpgradeElvenHeavyArmor,elves,CONTROLBAR:ConstructRohanPeasant,inn,2
CONTROLBAR:PurchaseUpgradeElderRacesBasicTraining,elves,CONTROLBAR:ConstructRohanPeasant,inn,2
CONTROLBAR:GoodPlayerExperienceMenu,elves,,power,0
OBJECT:TomBombadil,elves,CONTROLBAR:GoodPlayerExperienceMenu,power,1
CONTROLBAR:SonicSong,elves,OBJECT:TomBombadil,power,2
CONTROLBAR:ConstructDwarvenMineShaft,dwarves,,basic,0
CONTROLBAR:GarrisonExit,dwarves,CONTROLBAR:ConstructDwarvenMineShaft,basic,1
CONTROLBAR:EvacuateAll,dwarves,CONTROLBAR:ConstructDwarvenMineShaft,basic,1
CONTROLBAR:ConstructDwarvenBarracks,dwarves,,basic,0
CONTROLBAR:ConstructDwarvenGuardianHorde,dwarves,CONTROLBAR:ConstructDwarvenBarracks,basic,1
CONTROLBAR:DwarvenGuardianChargeAttack,dwarves,CONTROLBAR:ConstructDwarvenGuardianHorde,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenSiegeHammer,dwarves,CONTROLBAR:ConstructDwarvenGuardianHorde,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenForgedBlades,dwarves,CONTROLBAR:ConstructDwarvenGuardianHorde,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenMithrilMail,dwarves,CONTROLBAR:ConstructDwarvenGuardianHorde,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenBasicTraining,dwarves,CONTROLBAR:ConstructDwarvenGuardianHorde,basic,2
CONTROLBAR:ConstructDwarvenPhalanxHorde,dwarves,CONTROLBAR:ConstructDwarvenBarracks,basic,1
CONTROLBAR:TogglePorcupineFormation,dwarves,CONTROLBAR:ConstructDwarvenPhalanxHorde,basic,2
CONTROLBAR:ToggleLineFormation,dwarves,CONTROLBAR:ConstructDwarvenPhalanxHorde,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenForgedBlades,dwarves,CONTROLBAR:ConstructDwarvenPhalanxHorde,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenMithrilMail,dwarves,CONTROLBAR:ConstructDwarvenPhalanxHorde,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenBasicTraining,dwarves,CONTROLBAR:ConstructDwarvenPhalanxHorde,basic,2
CONTROLBAR:PurchaseTechnologyDwarvenBasicTraining,dwarves,CONTROLBAR:ConstructDwarvenBarracks,basic,1
CONTROLBAR:PurchaseTechnologyDwarvenSiegeHammer,dwarves,CONTROLBAR:ConstructDwarvenBarracks,basic,1
CONTROLBAR:ConstructDwarvenZerkerHorde,dwarves,CONTROLBAR:ConstructDwarvenBarracks,basic,1
CONTROLBAR:AxeThrow,dwarves,CONTROLBAR:ConstructDwarvenZerkerHorde,basic,2
CONTROLBAR:ZerkSlayer,dwarves,CONTROLBAR:ConstructDwarvenZerkerHorde,basic,2
CONTROLBAR:UpgradeDwarvenBarracksLevel2,dwarves,CONTROLBAR:ConstructDwarvenBarracks,basic,1
CONTROLBAR:UpgradeDwarvenBarracksLevel3,dwarves,CONTROLBAR:ConstructDwarvenBarracks,basic,1
CONTROLBAR:ConstructDwarvenArcheryRange,dwarves,,basic,0
CONTROLBAR:ConstructDwarvenAxeThrowerHorde,dwarves,CONTROLBAR:ConstructDwarvenArcheryRange,basic,1
CONTROLBAR:ArcherBarrage,dwarves,CONTROLBAR:ConstructDwarvenAxeThrowerHorde,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenForgedBlades,dwarves,CONTROLBAR:ConstructDwarvenAxeThrowerHorde,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenMithrilMail,dwarves,CONTROLBAR:ConstructDwarvenAxeThrowerHorde,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenBasicTraining,dwarves,CONTROLBAR:ConstructDwarvenAxeThrowerHorde,basic,2
CONTROLBAR:ConstructDwarvenMenOfDale,dwarves,CONTROLBAR:ConstructDwarvenArcheryRange,basic,1
CONTROLBAR:ArcherBarrage,dwarves,CONTROLBAR:ConstructDwarvenMenOfDale,basic,2
CONTROLBAR:BlackArrows,dwarves,CONTROLBAR:ConstructDwarvenMenOfDale,basic,2
CONTROLBAR:FireArrowUpgrade,dwarves,CONTROLBAR:ConstructDwarvenMenOfDale,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenMithrilMail,dwarves,CONTROLBAR:ConstructDwarvenMenOfDale,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenBasicTraining,dwarves,CONTROLBAR:ConstructDwarvenMenOfDale,basic,2
CONTROLBAR:PurchaseTechnologyRohanFireArrows,dwarves,CONTROLBAR:ConstructDwarvenArcheryRange,basic,1
CONTROLBAR:ConstructDwarvenArcheryRangeLevel2Upgrade,dwarves,CONTROLBAR:ConstructDwarvenArcheryRange,basic,1
CONTROLBAR:ConstructDwarvenArcheryRangeLevel3Upgrade,dwarves,CONTROLBAR:ConstructDwarvenArcheryRange,basic,1
CONTROLBAR:ConstructDwarvenForgeWorks,dwarves,,basic,0
CONTROLBAR:ConstructDwarvenBattleWagon,dwarves,CONTROLBAR:ConstructDwarvenForgeWorks,basic,1
CONTROLBAR:SpecialAbilityOilBarrels,dwarves,CONTROLBAR:ConstructDwarvenBattleWagon,basic,2
CONTROLBAR:BattleWagonUpgradeHearth,dwarves,CONTROLBAR:ConstructDwarvenBattleWagon,basic,2
CONTROLBAR:BattleWagonUpgradeAxeThrowers,dwarves,CONTROLBAR:ConstructDwarvenBattleWagon,basic,2
CONTROLBAR:BattleWagonUpgradeBannerCarrier,dwarves,CONTROLBAR:ConstructDwarvenBattleWagon,basic,2
CONTROLBAR:BattleWagonUpgradeMenOfDale,dwarves,CONTROLBAR:ConstructDwarvenBattleWagon,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenMithrilMail,dwarves,CONTROLBAR:ConstructDwarvenBattleWagon,basic,2
CONTROLBAR:ConstructDwarvenDemolisher,dwarves,CONTROLBAR:ConstructDwarvenForgeWorks,basic,1
CONTROLBAR:SpecialAbilityDwarvenDemolisherDeploy,dwarves,CONTROLBAR:ConstructDwarvenDemolisher,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenMithrilMail,dwarves,CONTROLBAR:ConstructDwarvenDemolisher,basic,2
CONTROLBAR:ConstructDwarvenCatapult,dwarves,CONTROLBAR:ConstructDwarvenForgeWorks,basic,1
CONTROLBAR:SpecialAbilityIronHillsCatapultOilBarrels,dwarves,CONTROLBAR:ConstructDwarvenCatapult,basic,2
CONTROLBAR:ToggleTrebWeapon,dwarves,CONTROLBAR:ConstructDwarvenCatapult,basic,2
CONTROLBAR:StopBombard,dwarves,CONTROLBAR:ConstructDwarvenCatapult,basic,2
CONTROLBAR:NoAutoAcquire,dwarves,CONTROLBAR:ConstructDwarvenCatapult,basic,2
CONTROLBAR:AutoAcquire,dwarves,CONTROLBAR:ConstructDwarvenCatapult,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenFlamingShot,dwarves,CONTROLBAR:ConstructDwarvenCatapult,basic,2
CONTROLBAR:PurchaseTechnologyDwarvenForgedBlades,dwarves,CONTROLBAR:ConstructDwarvenForgeWorks,basic,1
CONTROLBAR:PurchaseTechnologyDwarvenMithrilMail,dwarves,CONTROLBAR:ConstructDwarvenForgeWorks,basic,1
CONTROLBAR:PurchaseTechnologyDwarvenFlamingShot,dwarves,CONTROLBAR:ConstructDwarvenForgeWorks,basic,1
CONTROLBAR:UpgradeDwarvenForgeWorksLevel2,dwarves,CONTROLBAR:ConstructDwarvenForgeWorks,basic,1
CONTROLBAR:UpgradeDwarvenForgeWorksLevel3,dwarves,CONTROLBAR:ConstructDwarvenForgeWorks,basic,1
CONTROLBAR:ConstructDwarvenSentryTower,dwarves,,basic,0
CONTROLBAR:GarrisonExit,dwarves,CONTROLBAR:ConstructDwarvenSentryTower,basic,1
CONTROLBAR:PurchaseUpgradeSentryTowerForgedBlades,dwarves,CONTROLBAR:ConstructDwarvenSentryTower,basic,1
CONTROLBAR:ConstructDwarvenHearth,dwarves,,basic,0
CONTROLBAR:ConstructDwarvenStatue,dwarves,,basic,0
CONTROLBAR:ConstructDwarvenWallHub,dwarves,,basic,0
CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,dwarves,CONTROLBAR:ConstructDwarvenWallHub,basic,1
CONTROLBAR:Command_DwarvenWallUpgradeToHub,dwarves,CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,basic,2
CONTROLBAR:Command_DwarvenWallUpgradeToRegularGate,dwarves,CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,basic,2
CONTROLBAR:ToggleGateOpenClose,dwarves,CONTROLBAR:Command_DwarvenWallUpgradeToRegularGate,basic,3
CONTROLBAR:Command_DwarvenWallUpgradeToPosternGate,dwarves,CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,basic,2
CONTROLBAR:Command_DwarvenWallUpgradeToTower,dwarves,CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,basic,2
CONTROLBAR:Command_DwarvenWallUpgradeToCatapult,dwarves,CONTROLBAR:Command_DwarvenCastleWallHub_BeginWallSpan,basic,2
CONTROLBAR:ConstructDwarvenFortress,dwarves,,basic,0
CONTROLBAR:ConstructDwarvenPorter,dwarves,CONTROLBAR:ConstructDwarvenFortress,basic,1
CONTROLBAR:PorterExtinguishFire,dwarves,CONTROLBAR:ConstructDwarvenPorter,basic,2
CONTROLBAR:SelectRevivablesDwarvenFortress,dwarves,CONTROLBAR:ConstructDwarvenFortress,basic,1
CONTROLBAR:DwarvenCaptainofDaleHotkey,dwarves,CONTROLBAR:SelectRevivablesDwarvenFortress,basic,2
CONTROLBAR:ToggleBrandWeapons,dwarves,CONTROLBAR:DwarvenCaptainofDaleHotkey,basic,3
CONTROLBAR:DaleSlamArrow,dwarves,CONTROLBAR:DwarvenCaptainofDaleHotkey,basic,3
CONTROLBAR:TrainArchers,dwarves,CONTROLBAR:DwarvenCaptainofDaleHotkey,basic,3
CONTROLBAR:DaleBeastSlayerArrow,dwarves,CONTROLBAR:DwarvenCaptainofDaleHotkey,basic,3
CONTROLBAR:GloinHotkey,dwarves,CONTROLBAR:SelectRevivablesDwarvenFortress,basic,2
CONTROLBAR:GloinSlam,dwarves,CONTROLBAR:GloinHotkey,basic,3
CONTROLBAR:GloinShakeFoundation,dwarves,CONTROLBAR:GloinHotkey,basic,3
CONTROLBAR:GloinSmash,dwarves,CONTROLBAR:GloinHotkey,basic,3
CONTROLBAR:DwarvenDainHotkey,dwarves,CONTROLBAR:SelectRevivablesDwarvenFortress,basic,2
CONTROLBAR:MightyRage,dwarves,CONTROLBAR:DwarvenDainHotkey,basic,3
CONTROLBAR:SummonRoyalGuard,dwarves,CONTROLBAR:DwarvenDainHotkey,basic,3
CONTROLBAR:RohanGimliHotkey,dwarves,CONTROLBAR:SelectRevivablesDwarvenFortress,basic,2
CONTROLBAR:AxeThrow,dwarves,CONTROLBAR:RohanGimliHotkey,basic,3
CONTROLBAR:Leap,dwarves,CONTROLBAR:RohanGimliHotkey,basic,3
CONTROLBAR:Slayer,dwarves,CONTROLBAR:RohanGimliHotkey,basic,3
CONTROLBAR:SelectUpgradesDwarvenFortress,dwarves,CONTROLBAR:ConstructDwarvenFortress,basic,1
CONTROLBAR:PurchaseUpgradeDwarvenFortressBanners,dwarves,CONTROLBAR:SelectUpgradesDwarvenFortress,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenFortressSiegeKegs,dwarves,CONTROLBAR:SelectUpgradesDwarvenFortress,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenFortressOilCasks,dwarves,CONTROLBAR:SelectUpgradesDwarvenFortress,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenFortressFlamingMunitions,dwarves,CONTROLBAR:SelectUpgradesDwarvenFortress,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenFortressDwarvenStonework,dwarves,CONTROLBAR:SelectUpgradesDwarvenFortress,basic,2
CONTROLBAR:PurchaseUpgradeDwarvenFortressMightyCatapult,dwarves,CONTROLBAR:SelectUpgradesDwarvenFortress,basic,2
CONTROLBAR:FireWeaponDwarvenFortressOilCasks,dwarves,CONTROLBAR:ConstructDwarvenFortress,basic,1
CONTROLBAR:FireWeaponMightyCatapult,dwarves,CONTROLBAR:ConstructDwarvenFortress,basic,1
CONTROLBAR:RadialBack,dwarves,CONTROLBAR:ConstructDwarvenFortress,basic,1
OBJECT:DwarvenBuildingFoundation,dwarves,CONTROLBAR:ConstructDwarvenFortress,basic,1
CONTROLBAR:Command_ConstructDwarvenWallHubExpansion,dwarves,OBJECT:DwarvenBuildingFoundation,basic,2
CONTROLBAR:ConstructDwarvenHallExpansion,dwarves,OBJECT:DwarvenBuildingFoundation,basic,2
CONTROLBAR:GarrisonExit,dwarves,CONTROLBAR:ConstructDwarvenHallExpansion,basic,3
CONTROLBAR:EvacuateAll,dwarves,CONTROLBAR:ConstructDwarvenHallExpansion,basic,3
CONTROLBAR:ConstructDwarvenEreborTowerTowerExpansion,dwarves,OBJECT:DwarvenBuildingFoundation,basic,2
CONTROLBAR:ConstructDwarvenCatapultExpansion,dwarves,OBJECT:DwarvenBuildingFoundation,basic,2
OBJECT:InnTavern,dwarves,,inn,0
CONTROLBAR:ConstructElvenHobbitShirrif,dwarves,OBJECT:InnTavern,inn,1
CONTROLBAR:tooltipCommand_ToggleEntRockThrow,dwarves,CONTROLBAR:ConstructElvenHobbitShirrif,inn,2
CONTROLBAR:UseStick,dwarves,CONTROLBAR:ConstructElvenHobbitShirrif,inn,2
CONTROLBAR:PurchaseUpgradeDwarvenBasicTraining,dwarves,CONTROLBAR:ConstructElvenHobbitShirrif,inn,2
CONTROLBAR:GoodPlayerExperienceMenu,dwarves,,power,0
CONTROLBAR:SummonHobbitAllies,dwarves,CONTROLBAR:GoodPlayerExperienceMenu,power,1
OBJECT:HordeHobbits,dwarves,CONTROLBAR:SummonHobbitAllies,power,2
CONTROLBAR:tooltipCommand_ToggleEntRockThrow,dwarves,OBJECT:HordeHobbits,power,3
CONTROLBAR:UseStick,dwarves,OBJECT:HordeHobbits,power,3
OBJECT:RohanFrodo,dwarves,CONTROLBAR:SummonHobbitAllies,power,2
CONTROLBAR:tooltipCommand_ToggleEntRockThrow,dwarves,OBJECT:RohanFrodo,power,3
CONTROLBAR:UseSword,dwarves,OBJECT:RohanFrodo,power,3
CONTROLBAR:FrodoOneRing,dwarves,OBJECT:RohanFrodo,power,3
CONTROLBAR:PhialofGaladriel,dwarves,OBJECT:RohanFrodo,power,3
OBJECT:RohanSam,dwarves,CONTROLBAR:SummonHobbitAllies,power,2
CONTROLBAR:tooltipCommand_ToggleEntRockThrow,dwarves,OBJECT:RohanSam,power,3
CONTROLBAR:UseStick,dwarves,OBJECT:RohanSam,power,3
CONTROLBAR:ElvenCloak,dwarves,OBJECT:RohanSam,power,3
CONTROLBAR:FryingPan,dwarves,OBJECT:RohanSam,power,3
OBJECT:RohanMerry,dwarves,CONTROLBAR:SummonHobbitAllies,power,2
CONTROLBAR:tooltipCommand_ToggleEntRockThrow,dwarves,OBJECT:RohanMerry,power,3
CONTROLBAR:UseStick,dwarves,OBJECT:RohanMerry,power,3
CONTROLBAR:ElvenCloak,dwarves,OBJECT:RohanMerry,power,3
OBJECT:RohanPippin,dwarves,CONTROLBAR:SummonHobbitAllies,power,2
CONTROLBAR:tooltipCommand_ToggleEntRockThrow,dwarves,OBJECT:RohanPippin,power,3
CONTROLBAR:UseStick,dwarves,OBJECT:RohanPippin,power,3
CONTROLBAR:ElvenCloak,dwarves,OBJECT:RohanPippin,power,3
CONTROLBAR:ConstructFurnace,isengard,,basic,0
CONTROLBAR:ConstructIsengardLumberMill,isengard,,basic,0
CONTROLBAR:BuildMordorWorker,isengard,CONTROLBAR:ConstructIsengardLumberMill,basic,1
CONTROLBAR:GoHarvest,isengard,CONTROLBAR:BuildMordorWorker,basic,2
CONTROLBAR:ConstructIsengardUrukPit,isengard,,basic,0
CONTROLBAR:ConstructIsengardUrukHai,isengard,CONTROLBAR:ConstructIsengardUrukPit,basic,1
CONTROLBAR:ToggleBlockFormation,isengard,CONTROLBAR:ConstructIsengardUrukHai,basic,2
CONTROLBAR:ToggleLineFormation,isengard,CONTROLBAR:ConstructIsengardUrukHai,basic,2
CONTROLBAR:PurchaseUpgradeIsengardForgedBlades,isengard,CONTROLBAR:ConstructIsengardUrukHai,basic,2
CONTROLBAR:PurchaseUpgradeIsengardHeavyArmor,isengard,CONTROLBAR:ConstructIsengardUrukHai,basic,2
CONTROLBAR:PurchaseUpgradeIsengardBasicTraining,isengard,CONTROLBAR:ConstructIsengardUrukHai,basic,2
CONTROLBAR:ConstructIsengardCrossbowmen,isengard,CONTROLBAR:ConstructIsengardUrukPit,basic,1
CONTROLBAR:ArcherBarrage,isengard,CONTROLBAR:ConstructIsengardCrossbowmen,basic,2
CONTROLBAR:FireArrowUpgrade,isengard,CONTROLBAR:ConstructIsengardCrossbowmen,basic,2
CONTROLBAR:PurchaseUpgradeIsengardHeavyArmor,isengard,CONTROLBAR:ConstructIsengardCrossbowmen,basic,2
CONTROLBAR:PurchaseUpgradeIsengardBasicTraining,isengard,CONTROLBAR:ConstructIsengardCrossbowmen,basic,2
CONTROLBAR:ConstructIsengardPikemen,isengard,CONTROLBAR:ConstructIsengardUrukPit,basic,1
CONTROLBAR:TogglePorcupineFormation,isengard,CONTROLBAR:ConstructIsengardPikemen,basic,2
CONTROLBAR:ToggleLineFormation,isengard,CONTROLBAR:ConstructIsengardPikemen,basic,2
CONTROLBAR:PurchaseUpgradeIsengardForgedBlades,isengard,CONTROLBAR:ConstructIsengardPikemen,basic,2
CONTROLBAR:PurchaseUpgradeIsengardHeavyArmor,isengard,CONTROLBAR:ConstructIsengardPikemen,basic,2
CONTROLBAR:PurchaseUpgradeIsengardBasicTraining,isengard,CONTROLBAR:ConstructIsengardPikemen,basic,2
CONTROLBAR:ConstructIsengardBerserker,isengard,CONTROLBAR:ConstructIsengardUrukPit,basic,1
CONTROLBAR:LightTorch,isengard,CONTROLBAR:ConstructIsengardBerserker,basic,2
CONTROLBAR:ExtinguishTorch,isengard,CONTROLBAR:ConstructIsengardBerserker,basic,2
CONTROLBAR:ConstructIsengardBerserkerHorde,isengard,CONTROLBAR:ConstructIsengardUrukPit,basic,1
CONTROLBAR:FanaticDeathWish,isengard,CONTROLBAR:ConstructIsengardBerserkerHorde,basic,2
CONTROLBAR:UpgradeIsengardUrukPitLevel2,isengard,CONTROLBAR:ConstructIsengardUrukPit,basic,1
CONTROLBAR:UpgradeIsengardUrukPitLevel3,isengard,CONTROLBAR:ConstructIsengardUrukPit,basic,1
CONTROLBAR:ConstructIsengardTavern,isengard,,basic,0
CONTROLBAR:ConstructIsengardWildmanHorde,isengard,CONTROLBAR:ConstructIsengardTavern,basic,1
CONTROLBAR:PurchaseUpgradeIsengardTorches,isengard,CONTROLBAR:ConstructIsengardWildmanHorde,basic,2
CONTROLBAR:PurchaseUpgradeIsengardHeavyArmor,isengard,CONTROLBAR:ConstructIsengardWildmanHorde,basic,2
CONTROLBAR:PurchaseUpgradeIsengardBasicTraining,isengard,CONTROLBAR:ConstructIsengardWildmanHorde,basic,2
CONTROLBAR:ConstructIsengardWildmanAxeHorde,isengard,CONTROLBAR:ConstructIsengardTavern,basic,1
CONTROLBAR:PurchaseUpgradeIsengardForgedBlades,isengard,CONTROLBAR:ConstructIsengardWildmanAxeHorde,basic,2
CONTROLBAR:PurchaseUpgradeIsengardHeavyArmor,isengard,CONTROLBAR:ConstructIsengardWildmanAxeHorde,basic,2
CONTROLBAR:PurchaseUpgradeIsengardBasicTraining,isengard,CONTROLBAR:ConstructIsengardWildmanAxeHorde,basic,2
CONTROLBAR:UpgradeIsengardTavernLevel2,isengard,CONTROLBAR:ConstructIsengardTavern,basic,1
CONTROLBAR:UpgradeIsengardTavernLevel3,isengard,CONTROLBAR:ConstructIsengardTavern,basic,1
CONTROLBAR:ConstructIsengardWargPit,isengard,,basic,0
CONTROLBAR:ConstructIsengardWargPack,isengard,CONTROLBAR:ConstructIsengardWargPit,basic,1
CONTROLBAR:WargRiderHowl,isengard,CONTROLBAR:ConstructIsengardWargPack,basic,2
CONTROLBAR:PurchaseUpgradeIsengardBasicTraining,isengard,CONTROLBAR:ConstructIsengardWargPack,basic,2
CONTROLBAR:ConstructIsengardWargRider,isengard,CONTROLBAR:ConstructIsengardWargPit,basic,1
CONTROLBAR:WargRiderHowl,isengard,CONTROLBAR:ConstructIsengardWargRider,basic,2
CONTROLBAR:PurchaseUpgradeIsengardForgedBlades,isengard,CONTROLBAR:ConstructIsengardWargRider,basic,2
CONTROLBAR:PurchaseUpgradeIsengardHeavyArmor,isengard,CONTROLBAR:ConstructIsengardWargRider,basic,2
CONTROLBAR:PurchaseUpgradeIsengardBasicTraining,isengard,CONTROLBAR:ConstructIsengardWargRider,basic,2
CONTROLBAR:UpgradeIsengardWargPitLevel2,isengard,CONTROLBAR:ConstructIsengardWargPit,basic,1
CONTROLBAR:UpgradeIsengardWargPitLevel3,isengard,CONTROLBAR:ConstructIsengardWargPit,basic,1
CONTROLBAR:ConstructIsengardSiegeWorks,isengard,,basic,0
CONTROLBAR:ConstructIsengardBatteringRam,isengard,CONTROLBAR:ConstructIsengardSiegeWorks,basic,1
CONTROLBAR:ConstructIsengardSiegeLadder,isengard,CONTROLBAR:ConstructIsengardSiegeWorks,basic,1
CONTROLBAR:SiegeRetract,isengard,CONTROLBAR:ConstructIsengardSiegeLadder,basic,2
CONTROLBAR:ConstructIsengardSiegeBallista,isengard,CONTROLBAR:ConstructIsengardSiegeWorks,basic,1
CONTROLBAR:ToggleTrebWeapon,isengard,CONTROLBAR:ConstructIsengardSiegeBallista,basic,2
CONTROLBAR:StopBombard,isengard,CONTROLBAR:ConstructIsengardSiegeBallista,basic,2
CONTROLBAR:NoAutoAcquire,isengard,CONTROLBAR:ConstructIsengardSiegeBallista,basic,2
CONTROLBAR:AutoAcquire,isengard,CONTROLBAR:ConstructIsengardSiegeBallista,basic,2
CONTROLBAR:ConstructIsengardExplosiveMine,isengard,CONTROLBAR:ConstructIsengardSiegeWorks,basic,1
CONTROLBAR:DeployMine,isengard,CONTROLBAR:ConstructIsengardExplosiveMine,basic,2
CONTROLBAR:IsengardMineDetonate,isengard,CONTROLBAR:ConstructIsengardExplosiveMine,basic,2
CONTROLBAR:UpgradeIsengardSiegeWorksLevel2,isengard,CONTROLBAR:ConstructIsengardSiegeWorks,basic,1
CONTROLBAR:UpgradeIsengardSiegeWorksLevel3,isengard,CONTROLBAR:ConstructIsengardSiegeWorks,basic,1
CONTROLBAR:ConstructIsengardBattleTower,isengard,,basic,0
CONTROLBAR:GarrisonExit,isengard,CONTROLBAR:ConstructIsengardBattleTower,basic,1
CONTROLBAR:PurchaseUpgradeSentryTowerFireArrows,isengard,CONTROLBAR:ConstructIsengardBattleTower,basic,1
CONTROLBAR:ConstructIsengardWargSentry,isengard,,basic,0
CONTROLBAR:ConstructIsengardArmory,isengard,,basic,0
CONTROLBAR:PurchaseTechnologyIsengardBasicTraining,isengard,CONTROLBAR:ConstructIsengardArmory,basic,1
CONTROLBAR:PurchaseTechnologyIsengardFireArrows,isengard,CONTROLBAR:ConstructIsengardArmory,basic,1
CONTROLBAR:PurchaseTechnologyIsengardForgedBlades,isengard,CONTROLBAR:ConstructIsengardArmory,basic,1
CONTROLBAR:PurchaseTechnologyIsengardHeavyArmor,isengard,CONTROLBAR:ConstructIsengardArmory,basic,1
CONTROLBAR:ConstructIsengardArmoryLevel2,isengard,CONTROLBAR:ConstructIsengardArmory,basic,1
CONTROLBAR:ConstructIsengardArmoryLevel3,isengard,CONTROLBAR:ConstructIsengardArmory,basic,1
CONTROLBAR:Command_ConstructIsengardCastleWallHub,isengard,,basic,0
CONTROLBAR:Command_IsengardCastleWallHub_BeginWallSpan,isengard,CONTROLBAR:Command_ConstructIsengardCastleWallHub,basic,1
CONTROLBAR:Command_IsengardWallUpgradeToHub,isengard,CONTROLBAR:Command_IsengardCastleWallHub_BeginWallSpan,basic,2
CONTROLBAR:Command_IsengardWallUpgradeToRegularGate,isengard,CONTROLBAR:Command_IsengardCastleWallHub_BeginWallSpan,basic,2
CONTROLBAR:ToggleGateOpenClose,isengard,CONTROLBAR:Command_IsengardWallUpgradeToRegularGate,basic,3
CONTROLBAR:ConstructIsengardFortress,isengard,,basic,0
CONTROLBAR:ConstructIsengardPorter,isengard,CONTROLBAR:ConstructIsengardFortress,basic,1
CONTROLBAR:PorterExtinguishFire,isengard,CONTROLBAR:ConstructIsengardPorter,basic,2
CONTROLBAR:SelectRevivablesIsengardFortress,isengard,CONTROLBAR:ConstructIsengardFortress,basic,1
CONTROLBAR:IsengardWormtongueHotkey,isengard,CONTROLBAR:SelectRevivablesIsengardFortress,basic,2
CONTROLBAR:Escape,isengard,CONTROLBAR:IsengardWormtongueHotkey,basic,3
CONTROLBAR:VenomousWords,isengard,CONTROLBAR:IsengardWormtongueHotkey,basic,3
CONTROLBAR:Backstab,isengard,CONTROLBAR:IsengardWormtongueHotkey,basic,3
CONTROLBAR:CorrodeAllegiance,isengard,CONTROLBAR:IsengardWormtongueHotkey,basic,3
CONTROLBAR:IsengardSharkuHotkey,isengard,CONTROLBAR:SelectRevivablesIsengardFortress,basic,2
CONTROLBAR:TameTheBeast,isengard,CONTROLBAR:IsengardSharkuHotkey,basic,3
CONTROLBAR:SharkuManEater,isengard,CONTROLBAR:IsengardSharkuHotkey,basic,3
CONTROLBAR:IsengardLurtzHotkey,isengard,CONTROLBAR:SelectRevivablesIsengardFortress,basic,2
CONTROLBAR:ToggleLurtzWeapon,isengard,CONTROLBAR:IsengardLurtzHotkey,basic,3
CONTROLBAR:SpecialAbilityLurtzCarnage,isengard,CONTROLBAR:IsengardLurtzHotkey,basic,3
CONTROLBAR:SpecialAbilityLurtzCripple,isengard,CONTROLBAR:IsengardLurtzHotkey,basic,3
CONTROLBAR:IsengardSarumanHotkey,isengard,CONTROLBAR:SelectRevivablesIsengardFortress,basic,2
CONTROLBAR:WizardBlast,isengard,CONTROLBAR:IsengardSarumanHotkey,basic,3
CONTROLBAR:SpecialAbilitySarumanFireball,isengard,CONTROLBAR:IsengardSarumanHotkey,basic,3
