name,faction,parent,branch,gen
CONTROLBAR:TrollFindTastyOrc,mordor,CONTROLBAR:ConstructMordorMountainTroll,basic,2
CONTROLBAR:NoAutoAcquire,mordor,CONTROLBAR:ConstructMordorMountainTroll,basic,2
CONTROLBAR:AutoAcquire,mordor,CONTROLBAR:ConstructMordorMountainTroll,basic,2
CONTROLBAR:ConstructMordorDrummerTrolls,mordor,CONTROLBAR:ConstructMordorTrollCage,basic,1
CONTROLBAR:ConstructMordorSiegeWorks,mordor,,basic,0
CONTROLBAR:ConstructMordorCatapult,mordor,CONTROLBAR:ConstructMordorSiegeWorks,basic,1
CONTROLBAR:ToggleTrebWeapon,mordor,CONTROLBAR:ConstructMordorCatapult,basic,2
CONTROLBAR:ToggleCatapultWeapons,mordor,CONTROLBAR:ConstructMordorCatapult,basic,2
CONTROLBAR:NoAutoAcquire,mordor,CONTROLBAR:ConstructMordorCatapult,basic,2
CONTROLBAR:AutoAcquire,mordor,CONTROLBAR:ConstructMordorCatapult,basic,2
CONTROLBAR:ConstructMordorSiegeTower,mordor,CONTROLBAR:ConstructMordorSiegeWorks,basic,1
CONTROLBAR:SiegeRetract,mordor,CONTROLBAR:ConstructMordorSiegeTower,basic,2
CONTROLBAR:ConstructMordorBatteringRam,mordor,CONTROLBAR:ConstructMordorSiegeWorks,basic,1
CONTROLBAR:ConstructMordorMumakilPen,mordor,,basic,0
CONTROLBAR:ConstructMordorMumakil,mordor,CONTROLBAR:ConstructMordorMumakilPen,basic,1
CONTROLBAR:ChargeAttack,mordor,CONTROLBAR:ConstructMordorMumakil,basic,2
CONTROLBAR:TransportEvacuate,mordor,CONTROLBAR:ConstructMordorMumakil,basic,2
CONTROLBAR:ConstructEvilSentryTower,mordor,,basic,0
OBJECT:MordorCampKeep,mordor,,basic,0
CONTROLBAR:MordorWitchKingOnFellBeastHotkey,mordor,OBJECT:MordorCampKeep,basic,1
CONTROLBAR:Screech,mordor,CONTROLBAR:MordorWitchKingOnFellBeastHotkey,basic,2
CONTROLBAR:MordorFellBeastHotkey,mordor,OBJECT:MordorCampKeep,basic,1
CONTROLBAR:Screech,mordor,CONTROLBAR:MordorFellBeastHotkey,basic,2
CONTROLBAR:MordorGollumHotkey,mordor,OBJECT:MordorCampKeep,basic,1
CONTROLBAR:Stop,mordor,CONTROLBAR:MordorGollumHotkey,basic,2
CONTROLBAR:StartCitadelSelfRepair,mordor,OBJECT:MordorCampKeep,basic,1
OBJECT:EconomyFlag,mordor,,basic,0
CONTROLBAR:UnpackLumbermill,mordor,OBJECT:EconomyFlag,basic,1
CONTROLBAR:BuildMordorWorker,mordor,CONTROLBAR:UnpackLumbermill,basic,2
CONTROLBAR:GoHarvest,mordor,CONTROLBAR:BuildMordorWorker,basic,3
CONTROLBAR:UnpackSlaughterhouse,mordor,OBJECT:EconomyFlag,basic,1
CONTROLBAR:ConstructOutpost,mordor,OBJECT:EconomyFlag,basic,1
CONTROLBAR:ConstructCastle,mordor,OBJECT:EconomyFlag,basic,1
CONTROLBAR:EvilPlayerExperienceMenu,mordor,,power,0
CONTROLBAR:SummonBalrog,mordor,CONTROLBAR:EvilPlayerExperienceMenu,power,1
CONTROLBAR:SpecialAbilityIgnite,mordor,CONTROLBAR:SummonBalrog,power,2
CONTROLBAR:SpecialAbilityFireWhip,mordor,CONTROLBAR:SummonBalrog,power,2
CONTROLBAR:SpecialAbilityBalrogScream,mordor,CONTROLBAR:SummonBalrog,power,2
CONTROLBAR:SpecialAbilityBalrogBreath,mordor,CONTROLBAR:SummonBalrog,power,2
CONTROLBAR:SpecialAbilityBalrogWings,mordor,CONTROLBAR:SummonBalrog,power,2
CONTROLBAR:SelectAllHeroes,misc,,basic,0
CONTROLBAR:SellBuilding,misc,,basic,0
CONTROLBAR:CancelBuild,misc,,basic,0
CONTROLBAR:AttackMove,misc,,basic,0
CONTROLBAR:Guard,misc,,basic,0
CONTROLBAR:GuardUnit,misc,,basic,0
